Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type
3123,114,10,319,76,4818,238,230,121,1812,Rawah,C7745
3105,291,12,0,0,1542,187,238,191,875,Commanche,C7103
2013,334,14,30,8,85,187,221,172,711,Cache,C6102
3398,302,9,258,25,2250,195,236,181,2554,Commanche,C8771
3117,108,6,30,-2,170,231,233,136,5238,Neota,C7202
2962,60,9,127,22,1538,227,221,127,541,Commanche,C7756
2871,336,17,124,26,1289,181,216,172,1572,Rawah,C7746
3373,337,2,124,0,4351,215,236,159,4044,Rawah,C8776
2461,334,22,301,83,725,165,206,177,481,Cache,C4703
3272,53,17,277,58,1168,227,200,101,2648,Commanche,C7756
2787,50,4,0,0,949,222,231,145,2888,Commanche,C7755
3200,121,6,0,0,3750,230,235,139,3010,Rawah,C7202
3081,5,9,108,10,1666,209,223,152,1699,Rawah,C7745
2762,210,25,228,93,1342,192,254,186,1567,Commanche,C2705
3206,267,24,309,75,1731,153,241,224,2186,Commanche,C7757
2972,73,21,192,36,1673,239,194,75,2589,Commanche,C7202
2888,111,7,301,56,750,232,233,134,1471,Commanche,C4704
3192,21,3,210,33,2469,217,232,152,2568,Rawah,C7202
2857,97,16,134,30,3744,244,215,95,6262,Rawah,C4744
3079,293,2,543,36,631,214,238,162,711,Neota,C7202
2682,112,3,400,0,1598,224,236,148,5936,Rawah,C7745
3051,63,2,342,31,4535,221,234,150,1173,Rawah,C7745
3369,115,11,566,87,2321,239,230,120,2234,Rawah,C8771
3254,260,12,30,3,3093,190,247,195,577,Commanche,C7202
2761,11,10,400,10,1369,210,221,147,1113,Rawah,C4744
3217,336,10,42,-7,3985,198,226,168,1366,Rawah,C7201
2965,265,11,446,49,5501,191,245,193,3730,Rawah,C7745
3018,305,8,633,29,3997,198,236,177,4533,Rawah,C7745
3030,200,7,95,10,1321,218,246,164,990,Commanche,C7756
3175,179,16,190,56,1950,225,248,151,2676,Rawah,C7745
3284,46,19,891,174,1660,222,195,100,2914,Commanche,C7757
3065,170,7,513,154,5219,225,243,152,644,Rawah,C7745
2904,90,3,361,9,4012,225,234,145,3668,Rawah,C7202
2956,195,13,42,10,4051,217,250,165,2400,Rawah,C7746
2926,90,4,376,-9,4285,226,233,143,5851,Rawah,C7745
2977,131,19,319,88,2307,247,226,100,1914,Commanche,C7700
3018,81,14,67,17,2609,238,214,104,1710,Commanche,C7756
2480,115,13,60,13,886,243,226,110,828,Commanche,C2705
2936,76,15,192,27,4703,237,211,101,4348,Rawah,C7202
2632,69,11,234,-7,1082,232,218,116,1511,Commanche,C4704
2953,11,8,30,0,1140,212,224,150,134,Commanche,C7202
2459,69,6,495,103,713,226,228,136,1128,Cache,C2717
2972,253,11,616,66,5731,194,248,191,3822,Rawah,C7745
3091,353,20,900,-41,1091,182,201,154,1566,Commanche,C7700
3241,31,12,702,50,2970,216,213,130,3664,Rawah,C7746
2750,39,26,192,58,1261,211,173,83,2180,Rawah,C7745
3106,90,1,335,-2,6490,221,236,151,2666,Rawah,C7745
3079,97,12,0,0,1323,240,222,110,1231,Rawah,C7201
2358,71,18,60,18,95,237,202,89,871,Cache,C2705
2774,160,24,95,39,1328,236,237,117,1524,Commanche,C2705
2594,158,13,330,89,859,234,242,136,1473,Commanche,C2703
2899,152,9,162,14,2412,232,240,139,2521,Commanche,C7702
2864,332,6,67,5,3556,207,233,165,2854,Rawah,C7202
3187,49,5,285,70,400,222,229,142,1611,Commanche,C7700
2946,11,10,0,0,2419,210,221,147,886,Commanche,C7103
3048,110,6,134,-10,1529,230,234,138,781,Rawah,C7202
3232,281,27,900,147,3624,136,230,229,2249,Commanche,C7755
3228,331,6,0,0,716,205,232,166,1146,Neota,C7101
2618,179,16,0,0,618,225,248,151,1560,Rawah,C7746
3024,38,23,323,72,4025,213,184,96,2278,Rawah,C7745
2991,144,6,589,65,5121,229,239,143,6159,Rawah,C4744
2410,299,10,180,57,95,193,237,184,95,Commanche,C2703
3018,112,8,361,53,421,234,232,130,1226,Rawah,C7202
2894,52,17,0,0,518,226,202,104,242,Commanche,C7757
2783,152,7,210,-3,2008,229,240,144,1060,Rawah,C4744
3043,90,4,30,1,3065,226,233,143,2616,Rawah,C7202
3142,157,33,469,53,1824,235,224,91,1575,Rawah,C7745
3085,82,14,42,7,1148,239,214,102,2284,Rawah,C7745
2997,0,8,270,-22,4093,208,225,154,1310,Rawah,C7745
2560,38,8,60,4,1230,220,222,136,2400,Commanche,C4704
3170,114,22,362,134,3015,252,211,76,2940,Rawah,C7745
2925,149,26,150,2,402,243,228,98,1648,Rawah,C7746
2996,2,15,162,16,1266,197,209,148,2244,Commanche,C7757
2991,177,5,524,65,5013,222,243,155,6207,Rawah,C4744
3218,344,15,342,14,3918,189,216,164,1590,Commanche,C7201
2810,58,28,218,104,895,227,169,57,1221,Commanche,C7202
2878,18,12,382,56,1680,211,215,140,2868,Commanche,C7702
2710,231,24,127,44,1511,174,253,208,1383,Commanche,C2705
3049,63,23,42,2,4993,233,186,73,2836,Rawah,C7745
3131,101,8,150,53,95,235,229,126,2258,Neota,C7756
2959,53,10,488,-8,4508,226,219,127,3274,Rawah,C7202
2508,331,2,242,39,0,213,236,160,566,Cache,C2717
3255,265,16,618,147,6047,178,246,205,2790,Rawah,C7746
3026,154,11,120,-1,882,234,241,137,1114,Commanche,C7756
2801,80,14,30,5,1604,238,213,102,1801,Commanche,C6102
2552,27,6,0,0,350,217,226,145,1892,Rawah,C6101
2901,357,17,782,171,268,191,207,152,1368,Commanche,C4703
2903,100,5,60,-2,4818,229,233,138,4618,Rawah,C7202
2710,206,6,175,18,1771,216,246,165,4010,Rawah,C4744
3415,97,6,553,-59,908,229,232,137,591,Neota,C8771
2505,51,6,0,0,361,223,227,139,1566,Cache,C2717
2666,172,27,182,82,1851,225,240,128,1364,Commanche,C2705
3229,92,12,180,-21,1698,239,221,110,2555,Rawah,C7201
2779,20,18,255,62,1442,204,198,126,2072,Commanche,C7757
3024,203,6,67,6,1020,217,246,164,1742,Commanche,C7101
3068,284,14,268,9,3590,180,239,199,1579,Commanche,C7201
2885,59,8,295,35,1666,227,223,130,892,Commanche,C7756
2761,76,9,90,12,1718,231,224,126,2673,Rawah,C7745
2534,87,8,162,45,342,232,227,127,1343,Commanche,C4703
3083,45,12,30,3,6843,223,213,122,2938,Rawah,C7745
2430,263,13,255,-7,1027,186,246,199,67,Cache,C4703
2566,91,27,67,9,1945,249,186,48,541,Commanche,C4703
3281,255,3,402,72,5031,213,241,166,983,Rawah,C7745
3000,71,13,366,15,4771,234,214,110,2601,Rawah,C7745
3046,325,15,330,21,4752,182,223,180,2873,Rawah,C7745
3043,124,7,60,7,2977,232,235,136,2704,Rawah,C7745
2672,212,15,85,33,1967,205,253,180,1961,Commanche,C2705
3301,300,25,693,102,794,143,221,215,1062,Neota,C7201
2809,38,12,150,36,1996,220,214,127,2951,Rawah,C7745
3256,225,8,382,29,3532,210,248,174,1772,Rawah,C8772
2941,14,2,30,1,1838,217,235,155,361,Commanche,C7101
3203,28,17,376,127,977,211,202,123,834,Rawah,C7201
2685,205,29,309,81,1981,190,251,179,1595,Commanche,C4703
3102,243,12,150,11,2365,196,250,190,365,Commanche,C7755
2606,74,12,510,67,1410,234,217,114,1731,Commanche,C4704
3299,0,3,272,34,5674,215,234,156,541,Rawah,C7201
3276,343,11,150,39,2197,199,224,164,2047,Neota,C7202
2745,46,13,192,22,2850,224,211,119,720,Commanche,C4703
2828,76,16,488,94,272,238,208,96,959,Commanche,C4704
2947,337,14,808,234,417,188,219,170,1507,Commanche,C2705
3083,254,8,466,13,2623,203,245,181,2012,Commanche,C7756
3435,180,6,437,40,2713,222,244,156,1888,Commanche,C8771
2865,291,14,42,2,2762,180,237,197,541,Commanche,C7103
3109,35,19,268,19,3166,214,194,108,3180,Rawah,C7746
2982,225,9,201,40,5568,208,249,177,2479,Rawah,C7202
2966,308,16,323,74,1947,174,228,194,1544,Commanche,C7755
2774,24,20,277,64,1421,204,192,117,2061,Commanche,C7757
3301,110,26,90,-29,659,253,200,57,3672,Neota,C7756
2798,126,17,582,164,2766,246,226,102,1931,Commanche,C4703
3228,270,11,201,30,892,192,244,192,1310,Neota,C7700
3154,179,10,595,62,210,224,246,154,2663,Commanche,C7202
2495,109,9,30,0,865,235,231,127,5444,Rawah,C6731
2934,85,3,30,-1,1981,223,234,147,1689,Rawah,C7745
2507,31,23,42,17,1209,206,182,102,853,Commanche,C4703
3121,195,5,391,106,618,219,244,160,1050,Commanche,C7756
3038,182,20,150,23,571,222,248,151,1365,Commanche,C7757
3012,159,4,247,34,495,224,240,151,1087,Rawah,C7202
3161,76,9,361,22,1890,232,223,124,3072,Rawah,C7745
3220,320,4,443,29,1690,209,236,165,384,Commanche,C7202
2988,118,11,306,20,4072,239,230,119,2239,Rawah,C7746
3055,315,3,541,109,2964,212,237,163,1068,Commanche,C7756
3017,228,6,218,33,3001,211,246,172,592,Commanche,C7756
2738,32,24,210,106,1242,207,181,99,1979,Commanche,C7757
3273,82,15,808,99,1786,239,213,100,2567,Neota,C7757
3255,184,15,124,6,4759,223,249,156,2737,Commanche,C7757
3361,157,21,638,196,1591,238,238,119,1224,Neota,C7755
3484,70,11,541,50,2698,232,218,117,1908,Rawah,C8776
3058,88,16,216,19,4381,242,213,96,2613,Rawah,C7745
2837,269,30,42,10,5299,128,234,237,4708,Rawah,C7700
3126,0,14,216,26,3442,199,213,151,2890,Rawah,C7700
3116,342,10,85,-2,484,200,226,164,2063,Neota,C7201
2474,61,18,335,76,1154,232,199,93,819,Commanche,C2705
2922,50,15,750,143,1061,226,207,112,2451,Commanche,C4704
2916,97,11,470,3,4819,238,224,116,3000,Rawah,C7202
2791,87,10,277,65,1154,236,223,118,2588,Commanche,C4704
2471,171,12,0,0,1426,228,245,147,600,Commanche,C4703
2752,62,33,162,93,170,227,155,0,1380,Rawah,C7746
2359,238,24,85,31,1456,168,252,214,671,Cache,C4703
2987,285,13,120,32,2430,184,240,195,2335,Commanche,C7757
3434,10,9,361,95,1698,210,221,148,1231,Commanche,C8771
2988,59,4,360,6,4808,223,231,143,5240,Rawah,C7745
3163,270,6,127,-5,3081,205,242,176,1187,Commanche,C7756
3344,104,14,576,86,1260,242,222,107,2438,Commanche,C7756
3289,320,8,450,14,2543,200,233,172,660,Commanche,C7756
3218,68,24,30,13,1574,236,185,68,752,Commanche,C8772
3136,13,16,150,13,3155,203,207,138,3195,Rawah,C7700
3242,329,15,201,87,1376,183,221,177,2829,Rawah,C7746
3385,148,14,360,56,976,238,238,128,4204,Neota,C8771
3298,31,13,361,104,1816,216,210,128,2347,Rawah,C8772
2752,108,13,67,17,1599,241,225,111,2135,Rawah,C4744
3034,344,26,127,31,4468,158,189,163,1106,Rawah,C7745
2909,49,5,277,9,4788,222,229,143,4561,Rawah,C3501
3011,135,4,210,23,1218,226,238,146,1884,Commanche,C7201
2921,72,10,60,-12,2121,232,221,120,3021,Commanche,C7702
2629,38,5,277,17,882,220,228,144,900,Rawah,C4744
2758,70,19,90,15,2764,237,199,86,6460,Rawah,C4744
3048,245,21,510,237,1627,173,251,212,430,Commanche,C4758
3101,44,16,503,42,690,222,204,112,1150,Commanche,C7756
3372,318,14,566,33,1401,184,227,183,1146,Commanche,C8771
3349,207,25,720,173,3407,194,253,182,2694,Rawah,C7745
3377,115,12,642,187,1347,241,227,114,976,Neota,C7755
3032,31,21,297,12,977,209,189,107,2079,Commanche,C7700
3157,31,21,175,60,1158,209,190,109,1124,Commanche,C7201
2797,72,13,430,73,3037,235,214,108,2547,Rawah,C4744
2995,212,4,201,27,5903,216,244,165,3738,Rawah,C7746
3262,97,23,124,11,1761,250,200,65,2955,Rawah,C8772
2307,9,19,150,43,426,195,198,136,525,Cache,C4703
3122,253,14,306,4,2325,188,248,198,1797,Commanche,C7756
2916,140,33,124,53,6275,247,210,62,4277,Rawah,C7746
2961,162,6,30,0,4455,226,242,149,2014,Rawah,C7101
3175,13,8,85,16,5098,212,223,148,1129,Rawah,C7745
2143,48,24,242,110,424,221,182,83,360,Cache,C4703
3193,11,19,933,386,1484,196,198,134,908,Commanche,C7757
3241,315,18,371,102,2408,169,222,192,162,Commanche,C7757
2853,286,14,30,8,870,181,239,197,366,Commanche,C7202
3068,263,16,480,139,5974,178,246,206,1583,Rawah,C7745
2861,173,6,120,25,2854,224,243,154,2245,Rawah,C7746
2844,319,18,618,270,1451,171,220,189,1015,Commanche,C7757
3235,353,9,150,15,3220,204,224,158,1924,Rawah,C7201
2859,237,10,30,0,2785,203,249,183,2320,Commanche,C7201
2865,342,27,124,39,860,154,189,166,1451,Commanche,C7700
3149,313,10,153,36,3305,194,233,179,4964,Rawah,C7745
3249,276,11,778,101,6189,190,242,192,2371,Rawah,C7745
3151,278,18,228,75,4496,168,240,210,1273,Rawah,C7201
3371,180,4,953,169,2848,221,242,156,1405,Commanche,C8771
3045,126,2,0,0,3114,223,237,151,551,Rawah,C7101
2780,48,17,470,148,938,224,202,106,2219,Commanche,C4758
3200,101,8,446,52,5829,235,229,126,1736,Rawah,C7745
3168,62,7,437,73,4924,226,226,134,2089,Rawah,C7745
2313,330,26,30,19,990,148,198,183,924,Cache,C4703
2537,199,29,90,59,1969,196,249,170,895,Commanche,C2705
2807,99,6,454,-2,1829,231,231,134,2163,Rawah,C4744
2598,137,20,30,7,1405,247,228,100,5101,Rawah,C7745
2993,346,2,573,90,3327,215,235,158,1298,Rawah,C4744
3115,256,4,30,0,5512,210,242,170,3025,Rawah,C7201
2614,308,18,150,82,1195,169,226,197,1524,Commanche,C7757
2854,139,29,42,14,5772,249,217,75,4482,Rawah,C7746
3146,347,4,365,20,1767,211,232,159,661,Commanche,C7202
3331,222,19,451,125,1900,193,254,192,1406,Commanche,C7757
2366,259,17,258,76,830,176,247,209,466,Cache,C2717
3295,10,11,644,71,3049,208,218,146,3462,Commanche,C7755
2885,304,18,323,30,964,166,228,200,1928,Commanche,C4758
3014,0,16,42,10,4121,195,209,150,3837,Rawah,C7102
3078,278,13,256,53,1537,185,242,196,1358,Commanche,C7202
2980,111,4,297,62,1620,227,235,143,1731,Commanche,C7756
2333,140,25,361,98,424,248,223,87,785,Cache,C2704
3124,337,16,175,30,3494,183,216,171,3124,Commanche,C7700
2513,76,24,60,25,666,241,188,64,992,Cache,C2705
3171,22,19,30,8,2689,205,197,123,2720,Rawah,C7202
2331,319,11,30,0,1381,192,230,178,272,Cache,C6101
3107,68,10,120,21,4891,231,220,121,2486,Rawah,C7745
2807,104,7,309,84,1195,232,231,131,573,Commanche,C7756
3075,69,23,390,98,551,237,189,71,1415,Rawah,C7746
2507,96,9,319,31,509,234,228,125,3467,Rawah,C6731
2652,96,25,0,0,120,250,196,59,671,Rawah,C7746
2431,269,26,60,33,1106,143,239,229,785,Cache,C4703
2882,226,15,108,29,4046,197,253,190,3572,Rawah,C7746
3156,9,16,201,41,313,201,207,141,2242,Neota,C7202
2939,108,12,108,14,4089,240,226,114,5115,Rawah,C7746
2762,357,14,42,7,2945,198,214,154,2817,Rawah,C7745
2726,259,1,180,15,994,216,239,161,2037,Rawah,C4744
2879,290,12,124,-4,1532,187,238,191,1531,Commanche,C7756
3240,300,16,484,109,1822,173,232,198,2179,Commanche,C7757
3171,231,3,42,1,5664,214,242,166,1786,Rawah,C7101
3149,141,12,190,17,6374,238,237,127,2086,Rawah,C7745
3388,326,38,255,128,992,102,168,190,1532,Neota,C8772
3162,225,10,600,78,323,207,250,179,2335,Commanche,C7202
3004,51,13,446,65,6204,226,211,117,3907,Rawah,C7700
3246,15,7,510,43,1905,214,225,148,1064,Commanche,C7755
3307,338,9,120,8,4126,200,227,166,1510,Rawah,C7202
3000,109,12,170,20,4607,241,226,113,42,Rawah,C7745
3018,90,12,0,0,1040,238,221,112,1020,Rawah,C7745
3009,342,21,190,-22,1020,172,203,167,2160,Commanche,C7756
2982,136,22,371,79,3141,248,226,95,1471,Rawah,C4744
2819,315,20,60,25,752,162,219,195,1121,Commanche,C7202
3462,247,27,150,60,3167,153,248,225,1718,Rawah,C8776
2590,313,18,330,103,854,169,224,193,1100,Cache,C4703
2439,62,21,150,22,641,232,190,0,1410,Commanche,C4703
2929,90,27,301,124,2791,249,187,49,1214,Commanche,C4703
3270,94,13,295,60,300,240,221,109,553,Neota,C7700
2940,265,3,182,13,1947,213,240,166,1848,Commanche,C7756
2736,36,11,212,49,1693,219,215,130,516,Rawah,C7745
2987,165,9,467,70,4572,228,243,147,1855,Rawah,C4744
3301,33,11,446,76,1237,218,216,133,1790,Neota,C8771
3297,73,27,108,-9,2455,239,178,52,4138,Neota,C8776
3361,132,18,618,180,1430,246,228,102,1022,Neota,C7755
3063,254,16,350,66,3336,183,249,203,1595,Commanche,C7700
3357,351,20,376,25,1379,179,201,156,1982,Neota,C8776
3050,103,4,547,16,6387,227,234,141,3360,Rawah,C7745
2955,225,12,420,49,5668,203,251,184,2382,Rawah,C7746
3099,215,4,90,3,1931,216,243,164,2584,Commanche,C7756
3059,253,6,42,5,2794,206,244,177,1698,Commanche,C7102
3243,17,24,90,36,1926,193,182,117,2131,Commanche,C7757
3061,97,14,30,-4,2601,242,219,104,1956,Commanche,C7755
2799,166,20,0,0,2486,232,242,132,1060,Commanche,C4758
3222,53,20,212,64,1528,227,192,90,2308,Commanche,C7757
2715,78,16,67,9,1798,239,208,94,1355,Commanche,C4703
2925,335,25,361,104,1140,157,199,177,1071,Commanche,C7757
2912,49,29,330,187,1932,218,166,64,598,Commanche,C4758
3139,2,18,543,-55,750,193,204,147,1316,Neota,C7201
2753,7,15,234,32,2591,201,209,144,382,Commanche,C4703
2994,352,7,541,73,1678,208,228,158,631,Commanche,C7755
3014,332,11,658,95,5284,193,225,172,5645,Rawah,C4744
2982,180,5,295,37,1742,222,243,156,2448,Commanche,C7756
3233,271,19,30,9,1388,167,243,214,2620,Rawah,C7746
2798,201,14,258,59,3240,213,252,170,6060,Rawah,C4744
2913,110,5,30,0,4785,228,234,140,3774,Rawah,C6101
2263,325,20,210,-28,1201,167,214,185,1048,Cache,C4703
2702,73,24,95,15,1574,240,188,66,424,Rawah,C7745
2933,67,11,350,84,2654,231,218,119,1981,Rawah,C4744
2541,54,8,360,15,716,225,223,131,3596,Rawah,C6731
2216,267,28,295,78,630,137,238,233,1613,Cache,C4703
3301,16,3,384,46,5795,217,232,153,541,Rawah,C7201
3103,218,14,0,0,1839,203,253,183,511,Commanche,C7755
3302,212,17,108,-4,3547,204,254,181,1734,Commanche,C7756
2802,52,13,0,0,865,226,211,115,1956,Rawah,C7746
3053,7,8,30,3,3610,211,225,151,576,Commanche,C7202
2440,117,18,319,84,779,248,220,93,1332,Cache,C2702
3156,40,17,577,125,1620,219,200,111,3424,Commanche,C7757
2569,96,5,175,5,421,228,233,139,1292,Rawah,C4744
2803,352,22,277,108,2773,175,195,154,1956,Rawah,C7745
3236,118,19,573,120,2713,249,220,92,2780,Commanche,C7757
3136,247,9,277,39,5691,201,247,184,2821,Rawah,C7201
3149,3,13,636,72,3454,202,215,149,3031,Rawah,C7745
3221,315,3,42,1,5742,212,237,163,755,Rawah,C7201
2906,99,11,268,13,5594,238,225,117,6268,Rawah,C6101
3204,108,7,342,1,1559,232,232,133,1507,Commanche,C7755
2539,277,14,300,111,573,180,242,201,258,Cache,C2717
2854,146,12,120,17,4688,237,238,130,4624,Rawah,C7746
3300,268,8,918,165,830,200,243,182,2613,Commanche,C7756
2287,337,22,162,56,1142,167,204,174,793,Cache,C4703
3182,54,23,201,76,2731,226,185,81,1495,Commanche,C7700
3045,135,10,469,79,2529,236,236,131,1140,Commanche,C7756
2825,81,8,240,-1,2681,231,226,128,2501,Rawah,C4744
3160,142,18,240,19,2377,243,232,110,1591,Commanche,C7756
2908,128,6,0,0,1500,230,236,140,1772,Rawah,C7745
2865,348,18,182,40,1116,183,207,160,1829,Commanche,C7700
2997,41,20,342,69,3049,218,193,102,864,Commanche,C7756
2444,11,12,127,26,810,207,215,144,1209,Cache,C4703
3253,110,12,0,0,1266,241,226,112,1075,Commanche,C7755
3126,189,9,258,15,1168,221,247,160,1897,Rawah,C7202
2848,238,6,30,-1,2898,209,245,173,2632,Rawah,C7202
3228,290,11,150,25,4592,189,239,190,511,Rawah,C8771
3038,294,17,558,80,2621,168,233,204,1116,Commanche,C4758
2957,111,6,201,11,5414,230,234,137,1814,Rawah,C7746
3115,131,17,272,61,648,246,228,104,819,Commanche,C7756
2950,5,18,216,-14,4371,195,203,142,331,Rawah,C7745
3289,42,11,108,34,5809,222,215,127,595,Rawah,C8771
3267,151,20,150,43,2981,241,235,113,3019,Commanche,C8772
2923,254,32,134,43,842,131,240,236,1084,Commanche,C4758
3390,218,8,268,21,2920,212,248,172,1922,Commanche,C7756
3030,141,3,339,61,5165,224,238,150,957,Rawah,C7745
3266,240,13,547,131,570,195,251,192,2462,Commanche,C4758
3040,304,12,268,45,2695,186,234,188,1852,Commanche,C7756
2430,43,28,108,29,1148,212,166,72,934,Commanche,C4703
3042,99,9,108,7,3713,235,228,125,277,Rawah,C7202
3057,183,12,192,26,1879,223,248,156,162,Commanche,C7756
2903,0,12,170,8,1364,203,218,152,1624,Rawah,C7745
3082,64,18,30,10,3566,234,201,93,2940,Commanche,C7201
2753,240,20,95,32,1622,178,252,207,1187,Commanche,C7757
2761,176,32,42,12,2048,218,238,129,955,Commanche,C4758
3236,308,9,60,20,3502,196,235,178,1840,Rawah,C7201
2881,4,7,30,4,2483,211,227,153,234,Commanche,C7202
3030,283,19,170,30,2736,165,237,211,1727,Commanche,C7756
3091,8,13,67,10,5102,205,214,145,277,Rawah,C7745
3178,230,7,268,35,4351,209,247,175,866,Rawah,C7745
2352,296,34,201,145,212,109,208,229,1343,Cache,C4703
3013,67,2,277,37,5199,221,235,151,1273,Rawah,C7745
3111,106,26,240,64,690,253,197,54,1530,Rawah,C7746
3010,123,10,150,-4,1660,237,233,126,1261,Rawah,C7745
2888,61,17,42,-5,495,231,202,98,283,Commanche,C7757
2195,343,14,60,2,984,191,218,165,1321,Cache,C2705
2997,4,18,457,-62,1012,194,203,144,1981,Commanche,C7756
3053,174,12,256,32,1084,227,246,150,1187,Commanche,C7756
2962,86,12,361,-5,3967,237,221,113,4743,Rawah,C7745
2965,9,10,85,10,4139,209,221,149,5496,Rawah,C7745
2877,325,16,124,27,5879,178,220,181,4615,Rawah,C7700
2947,40,8,180,19,1019,221,223,137,2290,Rawah,C7202
2823,108,2,150,9,1213,223,236,149,636,Commanche,C7757
3032,86,29,190,71,3014,247,178,40,1075,Commanche,C7757
2944,348,15,42,5,3872,191,214,161,1224,Rawah,C7745
3062,256,7,180,37,1608,204,245,179,67,Commanche,C7756
2691,92,6,108,-2,1510,230,230,133,1677,Commanche,C4704
2580,32,6,201,-14,1354,219,226,144,1261,Commanche,C2703
3145,299,13,150,13,3450,182,234,193,1666,Commanche,C7202
3313,334,18,277,90,1711,177,214,174,2925,Rawah,C7202
3050,58,13,30,4,2173,229,211,113,1380,Rawah,C7202
2634,76,20,30,9,1092,240,198,79,3261,Rawah,C7745
2794,188,5,258,16,2296,220,244,159,1892,Rawah,C4744
2973,1,13,417,108,731,200,214,151,1749,Commanche,C7755
2735,78,14,300,95,1199,237,214,105,2142,Rawah,C4744
2865,250,13,295,131,2343,190,249,196,513,Commanche,C7757
3147,292,4,730,66,1590,207,239,170,2706,Commanche,C7756
3162,147,18,277,19,4337,242,235,115,854,Rawah,C7746
3015,35,18,218,22,3700,216,199,113,4970,Rawah,C7745
3090,33,5,295,64,1719,219,229,147,2161,Rawah,C7745
3060,198,18,765,-68,6134,212,252,169,3098,Rawah,C7745
3004,153,4,685,85,5800,225,240,150,3419,Rawah,C7102
2727,25,8,488,33,1015,216,223,143,973,Rawah,C4744
3114,29,14,201,33,1376,214,208,127,2823,Commanche,C7202
3215,209,2,708,119,1275,217,241,161,2219,Commanche,C7756
3062,79,17,85,8,1774,240,206,90,3131,Commanche,C7757
2849,305,28,446,97,1834,133,213,214,2070,Commanche,C4758
2835,38,5,459,64,1931,220,228,144,1908,Rawah,C7745
3064,270,5,30,2,997,207,241,173,1744,Neota,C7202
2657,89,17,85,11,1706,244,210,89,30,Commanche,C4703
2563,53,12,90,18,638,227,214,119,1080,Rawah,C4201
2418,140,12,60,-5,459,238,236,127,1353,Cache,C2717
2766,47,19,309,102,1839,223,196,101,1006,Commanche,C4703
3226,28,37,182,145,4050,179,136,67,949,Rawah,C7746
3036,50,13,323,11,3152,225,212,119,5680,Rawah,C7745
2638,46,17,108,5,981,223,201,107,1905,Rawah,C7745
3003,163,15,120,17,968,233,243,137,711,Commanche,C7700
3087,151,12,153,18,1231,235,240,134,3342,Commanche,C7757
3087,158,17,150,32,4648,236,240,128,3024,Rawah,C7745
3181,142,14,0,0,1784,239,236,123,1687,Neota,C7101
3251,70,9,216,24,4284,230,223,125,2376,Rawah,C8771
2760,256,21,120,88,1816,166,247,217,1201,Commanche,C4758
3230,317,11,0,0,2014,190,230,180,1856,Neota,C7202
2747,112,18,402,113,2592,248,218,91,2121,Commanche,C4703
2540,146,7,190,7,644,230,239,142,959,Rawah,C4201
2847,57,7,362,94,2794,225,226,136,2862,Rawah,C4744
2816,47,23,277,158,285,221,183,84,1423,Rawah,C7745
3234,54,16,366,97,939,228,203,104,5227,Neota,C7201
3016,66,27,510,-8,2223,235,176,57,1943,Commanche,C7757
2262,49,36,216,130,1026,208,138,34,1530,Cache,C4703
3101,62,22,228,31,4901,232,189,78,2750,Rawah,C7745
2207,0,28,134,56,1429,166,175,136,418,Cache,C4703
2704,98,3,170,26,2016,225,234,145,1652,Commanche,C2705
2969,42,12,127,9,792,222,213,124,2090,Rawah,C7745
2898,315,2,30,0,912,214,237,161,2816,Rawah,C7202
2949,63,3,518,-15,3424,222,233,146,5905,Rawah,C7102
3001,157,19,450,62,551,237,239,124,2030,Commanche,C7757
2782,337,14,192,42,2703,188,219,170,2620,Rawah,C7745
3224,61,8,430,33,3224,227,223,129,3734,Rawah,C7202
3268,318,14,552,72,4401,183,227,184,977,Commanche,C7756
3060,244,7,417,59,5857,206,246,178,4484,Rawah,C7745
2978,23,18,120,30,1637,207,200,124,3532,Rawah,C7745
2926,248,9,360,26,5484,202,247,183,4057,Rawah,C7745
3227,122,22,376,122,1283,251,216,80,2368,Rawah,C7745
2875,226,26,108,41,741,174,253,205,595,Commanche,C4758
2744,317,23,30,19,1429,152,213,197,1519,Commanche,C7700
2995,31,20,360,171,390,210,193,112,847,Rawah,C7746
2861,120,16,285,-43,1201,246,225,103,2006,Rawah,C7746
3354,179,9,175,-17,3000,224,246,154,485,Commanche,C8771
2662,203,6,108,5,618,217,246,164,1482,Rawah,C7745
3104,276,21,571,175,5965,158,239,218,1485,Rawah,C7745
3238,70,21,446,96,1396,237,194,78,4981,Neota,C7201
2596,15,7,300,6,1719,214,225,148,1997,Commanche,C4704
2783,34,21,216,10,1896,211,189,105,2389,Rawah,C4744
3127,57,31,240,88,1442,224,161,49,2646,Commanche,C7757
2463,317,24,424,193,1159,150,212,198,666,Cache,C4703
3407,129,14,182,7,1888,242,231,116,3109,Neota,C8703
2695,35,18,90,41,1271,215,198,113,2177,Rawah,C4744
2516,103,13,120,33,300,242,222,108,1657,Cache,C2717
3180,342,22,175,55,3871,170,202,168,3423,Commanche,C7700
2695,259,11,124,28,1138,193,246,192,1746,Rawah,C7746
2598,19,28,30,11,1590,186,167,104,6794,Rawah,C7745
3178,104,14,430,46,594,242,222,107,5663,Neota,C7202
