Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3038,91,15,212,35,2431,242,216,100,1947,Commanche,C7755,1
2518,114,10,361,42,552,238,230,121,3506,Rawah,C6731,1
3411,42,6,446,62,2591,221,227,141,1495,Commanche,C8771,6
2981,336,11,210,29,1770,194,225,169,677,Commanche,C7755,1
3204,332,17,731,152,300,179,217,176,1965,Commanche,C7757,1
2551,30,23,120,33,2435,207,184,104,677,Commanche,C4703,5
2944,83,13,190,23,983,238,216,106,2126,Commanche,C7756,1
2707,49,9,379,40,990,224,221,131,1652,Rawah,C7745,1
2873,32,16,0,0,192,215,204,121,42,Commanche,C7756,1
3286,197,12,295,46,3332,217,250,166,1292,Commanche,C7756,1
2899,255,26,421,250,1932,152,246,225,1561,Commanche,C4758,1
2860,176,24,120,30,4013,224,245,139,1371,Rawah,C7746,1
2959,69,3,120,-2,1194,223,233,145,2213,Rawah,C7202,1
3179,121,15,488,108,390,244,227,107,828,Commanche,C7756,0
2833,326,2,134,-6,685,215,237,160,569,Commanche,C7202,0
2807,203,14,134,34,1909,212,252,172,2484,Rawah,C7746,1
2082,322,35,95,38,402,113,182,197,648,Cache,C4703,5
2932,52,11,469,49,4564,226,216,123,5475,Rawah,C4744,0
2972,132,6,124,7,5067,231,237,139,5838,Rawah,C7101,0
2825,74,15,150,46,633,237,210,101,902,Rawah,C7746,1
2591,16,10,268,64,2508,211,219,143,571,Commanche,C2703,1
3067,161,10,570,-41,6329,230,243,143,2958,Rawah,C7745,1
3248,114,6,324,35,6186,232,233,135,598,Rawah,C7201,0
2844,42,14,242,43,1339,222,209,120,2089,Commanche,C4704,1
3038,221,13,376,58,2409,204,252,182,1214,Commanche,C7756,1
3207,107,13,360,53,3141,242,224,109,994,Commanche,C7756,1
2790,278,35,210,81,2374,108,222,242,677,Commanche,C4758,1
2703,203,17,30,9,1045,209,253,174,1805,Commanche,C2705,0
3119,250,16,212,9,1332,185,250,202,2521,Commanche,C7757,0
3252,57,5,484,8,4320,223,229,142,2430,Rawah,C7201,0
3087,333,11,120,9,2131,196,226,170,1194,Commanche,C7202,0
3072,102,10,1234,274,3237,238,226,119,1153,Commanche,C7790,1
2871,147,16,170,33,2598,240,237,122,2524,Rawah,C4744,0
3016,264,4,552,101,2664,209,242,171,1618,Commanche,C7756,1
2968,35,10,127,-6,600,219,218,134,2206,Rawah,C7745,1
2684,54,23,240,126,1116,226,184,80,981,Commanche,C7757,1
2852,228,17,124,17,664,193,253,194,524,Commanche,C4758,0
2617,158,15,30,0,604,235,241,133,1542,Rawah,C7746,1
2863,160,28,446,158,1831,236,233,107,2088,Commanche,C2705,1
3232,27,9,150,23,5340,217,221,140,537,Rawah,C7201,0
3127,115,7,335,112,541,232,233,134,1018,Commanche,C7756,1
2958,323,11,90,10,450,191,228,177,955,Neota,C7201,0
2922,32,9,417,39,4368,218,220,137,6354,Rawah,C4744,1
2787,334,7,120,4,2440,204,231,166,3762,Rawah,C4744,1
3424,193,16,576,119,4232,216,251,164,2904,Commanche,C8776,6
2972,105,7,242,33,5863,232,232,133,4094,Rawah,C7700,1
2952,84,7,350,52,4610,231,227,129,6346,Rawah,C4744,1
3347,96,16,531,68,1348,244,216,97,2534,Commanche,C7756,0
3173,61,2,127,-1,1906,221,234,149,591,Rawah,C7202,0
3275,198,10,277,35,3312,217,249,166,1271,Commanche,C7756,1
2710,129,3,42,0,2167,225,237,147,4133,Rawah,C7202,1
2944,169,10,488,33,2738,228,244,148,2306,Commanche,C7702,1
3003,73,16,192,55,573,237,207,96,1572,Commanche,C7756,1
2651,343,27,182,67,1911,156,188,164,1489,Commanche,C4703,1
3118,48,15,201,10,1798,224,206,113,806,Commanche,C7755,0
1887,13,27,95,40,85,184,175,117,612,Cache,C2706,5
3439,107,17,30,8,1767,247,218,94,1834,Neota,C8772,6
2591,210,13,30,-14,2255,210,252,175,660,Commanche,C4703,5
2975,118,14,390,-19,4555,243,227,110,2121,Rawah,C7745,1
2499,69,16,60,16,402,235,207,99,384,Cache,C4703,1
2877,354,16,60,12,691,191,210,155,1745,Commanche,C7700,1
3128,336,8,391,33,1392,203,230,166,1142,Neota,C7700,0
3011,18,12,127,-9,2389,210,214,139,2783,Commanche,C7756,1
2852,219,10,162,24,618,208,250,177,470,Commanche,C4758,0
3010,337,20,424,55,3339,173,209,172,1936,Commanche,C7700,0
2891,53,15,480,194,792,227,207,109,927,Commanche,C7756,1
3194,34,9,277,24,2012,219,221,138,3050,Rawah,C7745,1
2978,72,10,0,0,870,232,221,120,2710,Rawah,C7745,1
3388,62,17,450,117,2139,232,203,98,2250,Commanche,C8776,0
3215,144,13,750,8,1146,239,237,125,2314,Commanche,C7757,1
2244,90,32,60,30,1440,249,171,25,732,Cache,C2705,2
3072,182,24,902,125,3155,220,247,147,2084,Commanche,C7757,1
2998,34,5,540,72,5272,219,228,145,6325,Rawah,C7745,1
2851,7,6,400,-16,871,213,229,153,589,Commanche,C7756,1
3205,140,17,390,-10,932,243,233,112,2550,Rawah,C7201,0
3345,16,19,285,19,1705,200,196,128,5020,Neota,C7201,0
3116,30,9,470,3,3369,218,220,138,4652,Rawah,C7102,0
3072,143,15,153,-27,819,240,235,120,1489,Rawah,C7201,0
3311,342,21,342,77,4522,173,204,167,1266,Commanche,C8772,0
3214,326,23,324,57,3961,159,208,186,2126,Commanche,C7202,0
2959,212,4,319,43,5423,216,244,165,3618,Rawah,C7745,1
2996,209,11,426,106,5328,212,250,172,967,Rawah,C7746,1
2960,20,19,661,141,1415,204,197,125,2701,Commanche,C7757,1
3378,186,9,295,14,2490,222,247,159,451,Commanche,C8771,6
3069,123,5,0,0,1298,228,236,142,3274,Commanche,C7202,0
2611,21,23,210,63,361,197,184,115,1370,Commanche,C4703,5
3087,270,16,541,274,1758,177,244,205,571,Commanche,C4758,1
2811,16,26,182,12,834,188,178,116,1044,Commanche,C7757,1
3235,101,10,518,52,5742,236,227,121,2002,Rawah,C7745,0
2909,264,7,60,0,4945,202,244,181,1503,Rawah,C7746,1
3539,167,9,277,105,2758,227,244,149,2101,Rawah,C8776,0
3018,315,3,30,1,3212,210,236,164,1031,Commanche,C7202,0
3104,36,25,127,32,1471,209,177,91,301,Rawah,C7201,0
2701,16,7,120,12,1959,214,226,148,6710,Rawah,C4744,0
3231,292,9,513,-15,2888,194,238,185,150,Commanche,C7756,1
2641,338,12,228,32,1691,194,223,168,4363,Rawah,C7745,1
3169,153,21,30,10,1572,240,235,113,532,Commanche,C8703,0
2961,200,20,443,190,2927,207,253,172,1379,Commanche,C2705,1
3255,27,4,564,78,5649,218,230,149,2748,Rawah,C7745,1
3023,8,5,513,91,2971,214,230,153,1260,Commanche,C7755,1
2959,141,12,120,7,4345,238,237,127,5320,Rawah,C7746,1
2839,15,22,417,-13,870,194,188,124,201,Commanche,C7757,1
3100,352,8,42,3,295,206,226,158,2079,Neota,C7201,0
2743,180,7,295,24,2430,223,244,156,1695,Rawah,C4744,1
2936,93,13,67,17,4522,240,220,108,5367,Rawah,C7745,1
3196,68,15,180,-2,2064,234,210,104,808,Rawah,C7201,0
2880,298,22,721,179,2100,151,226,212,1812,Commanche,C4758,4
2927,29,20,212,20,1445,209,193,113,1578,Rawah,C7745,0
3076,113,18,124,27,3229,248,218,91,2575,Rawah,C7745,0
3209,334,23,514,133,1090,162,203,177,1875,Commanche,C7757,1
2842,83,13,42,7,1237,238,217,108,1722,Rawah,C7745,1
2945,80,4,339,141,4791,225,232,142,4991,Rawah,C4744,1
2434,57,28,240,83,661,227,170,59,1249,Cache,C4703,2
2967,83,23,360,-77,499,245,193,66,1536,Rawah,C7745,1
2530,20,17,60,8,484,206,202,129,3141,Rawah,C7745,1
3298,313,11,150,42,5532,190,232,181,671,Rawah,C8771,0
2397,335,12,42,13,541,193,224,170,1355,Cache,C4704,5
3012,99,30,42,16,997,252,184,37,1616,Commanche,C7757,0
2952,139,10,242,80,3389,235,237,132,2249,Commanche,C2705,1
2235,0,1,0,0,1556,217,236,156,866,Cache,C6102,3
2671,72,9,30,0,1894,231,223,125,2389,Commanche,C6102,1
3260,114,11,255,54,180,240,229,118,551,Neota,C7700,1
3376,324,13,426,56,1449,187,226,179,888,Commanche,C8772,6
3203,178,14,649,-15,882,225,247,151,2147,Commanche,C7757,1
2639,120,16,124,21,3113,246,225,103,2001,Commanche,C2703,1
3009,338,13,30,8,2530,192,222,168,1813,Commanche,C7756,0
3171,90,9,408,100,153,234,226,123,994,Commanche,C7756,1
3001,86,8,446,131,1883,232,227,129,2985,Commanche,C7756,1
2906,143,16,212,59,1650,241,235,118,2219,Commanche,C4758,1
2997,338,3,153,23,700,214,235,160,2678,Rawah,C7745,1
3146,176,12,67,14,3078,226,246,152,3394,Rawah,C8772,0
2414,34,33,108,13,1262,194,148,67,807,Commanche,C4703,2
2932,37,10,558,42,4633,220,218,132,5380,Rawah,C4744,1
3209,147,15,242,71,721,239,237,125,2324,Rawah,C7201,1
2501,201,35,108,52,361,183,245,172,1012,Commanche,C2704,1
2958,257,16,810,201,1106,180,248,205,1892,Commanche,C7756,1
2133,4,28,268,11,480,173,175,130,805,Cache,C4703,5
3066,114,8,95,-2,1195,235,232,129,3239,Commanche,C7757,0
2994,80,28,150,33,3010,244,179,46,1127,Commanche,C7757,0
2958,199,14,552,76,2731,214,252,169,2010,Commanche,C7757,1
3144,110,20,0,0,1328,250,213,82,2343,Rawah,C7746,1
2771,144,2,162,13,2672,222,238,152,6079,Rawah,C4744,1
2616,40,4,30,2,726,220,231,147,5995,Rawah,C7745,1
2377,12,18,134,3,871,200,202,135,990,Cache,C4703,5
3067,94,19,85,10,1230,247,207,81,1597,Commanche,C7700,0
2927,44,15,711,303,1073,222,205,114,658,Commanche,C7757,1
3313,208,14,120,53,2489,209,252,175,618,Commanche,C8771,6
2987,351,3,481,2,1830,214,234,158,1082,Commanche,C7756,1
2702,358,15,180,52,1050,196,211,152,2001,Rawah,C4744,1
2890,1,9,376,60,2505,207,223,153,2429,Rawah,C7745,1
2691,199,29,212,83,1892,196,250,171,1380,Commanche,C2705,1
2505,356,12,60,6,1230,201,219,155,4396,Rawah,C6731,1
3260,350,18,255,74,1521,185,207,158,2676,Rawah,C7745,0
3075,129,22,297,68,1772,250,221,87,2214,Commanche,C7757,0
3193,238,3,295,31,5850,214,242,166,2181,Rawah,C7201,1
2916,311,15,124,53,6239,178,228,190,4537,Rawah,C7700,1
2805,14,15,108,7,700,205,208,137,1033,Commanche,C7757,1
3399,42,18,633,160,3031,220,199,108,2250,Commanche,C8772,6
2568,113,28,569,-31,661,254,200,54,1283,Commanche,C2705,2
2430,78,24,361,242,870,243,190,64,1073,Cache,C2717,2
3118,155,7,42,0,4212,228,241,146,1560,Rawah,C7201,0
3151,291,17,750,230,3294,171,235,204,2358,Commanche,C7755,0
3054,270,5,631,112,2856,207,241,173,1082,Commanche,C7756,0
2915,86,16,192,57,4307,241,212,97,3425,Rawah,C7745,0
3206,63,2,272,23,5528,221,234,150,2270,Rawah,C7201,0
2889,80,23,600,229,987,243,192,66,510,Commanche,C7757,1
2480,174,27,212,76,1187,223,241,132,1182,Commanche,C2705,2
2797,319,25,234,39,2089,147,208,196,553,Commanche,C7757,1
3039,307,2,240,-22,2285,213,237,163,1271,Commanche,C7202,0
2389,340,12,484,147,1549,193,221,167,700,Cache,C2717,2
2344,306,10,30,1,247,192,235,183,816,Cache,C6102,2
3013,334,13,576,10,1865,190,222,171,962,Commanche,C7755,0
3251,347,28,693,139,1288,155,182,157,1572,Commanche,C8772,6
2942,256,2,95,10,4123,214,240,163,4984,Rawah,C7745,1
2978,167,12,190,16,1476,230,244,145,2132,Commanche,C7101,1
3370,158,8,0,0,4431,229,242,146,4227,Commanche,C7202,6
2677,339,19,60,27,1020,177,210,170,1842,Commanche,C7757,1
3347,102,12,309,63,2330,239,225,114,2058,Commanche,C7756,0
2922,76,15,30,9,2279,237,212,102,510,Commanche,C4758,0
2652,148,29,30,12,1678,243,224,88,2657,Rawah,C7746,1
2843,128,21,134,38,153,249,222,91,1172,Rawah,C7745,0
3393,254,7,268,17,2997,204,245,179,1987,Rawah,C8772,0
2673,106,8,150,18,1618,233,231,130,6576,Rawah,C4744,1
3161,94,19,470,141,2958,246,208,84,1209,Commanche,C7757,1
2759,26,6,488,43,1746,217,227,146,2063,Rawah,C4744,1
3284,335,21,258,56,1932,168,207,176,446,Commanche,C8772,6
3034,251,18,85,22,2404,178,250,207,1598,Commanche,C7202,1
2683,83,14,30,7,1879,239,215,104,108,Commanche,C7757,0
2978,67,4,42,2,1328,223,232,144,731,Commanche,C7756,1
3124,231,12,256,10,2481,201,251,186,484,Commanche,C7756,1
2783,68,13,470,49,150,233,214,112,824,Commanche,C6102,1
3032,260,16,216,49,3420,179,247,205,1719,Commanche,C4758,0
2947,287,35,170,47,816,103,213,238,2687,Rawah,C7745,0
2924,108,4,30,0,1719,226,235,144,1201,Rawah,C7745,0
3279,63,13,361,89,5478,231,214,113,1159,Rawah,C7745,1
2742,150,8,180,7,2044,231,240,141,1273,Rawah,C4744,1
2896,355,29,255,47,2402,159,175,143,1215,Commanche,C7757,1
2940,87,10,30,0,3819,236,223,118,2130,Rawah,C7202,1
3000,52,23,466,184,636,225,184,82,778,Commanche,C7757,1
3329,54,13,124,-5,2081,227,211,115,3227,Rawah,C8771,6
3118,343,19,402,116,2463,178,207,166,2468,Commanche,C7700,0
3118,10,4,134,-2,2382,215,231,153,2259,Commanche,C7756,0
3033,291,12,210,46,2546,185,238,193,979,Rawah,C7745,0
2844,144,18,95,25,2264,243,234,113,977,Commanche,C4758,4
3359,287,30,509,162,600,123,222,232,794,Neota,C7757,0
3004,121,13,492,9,6339,242,228,113,2980,Rawah,C7745,1
3168,53,10,395,36,3269,226,218,126,3393,Rawah,C7745,0
2283,14,25,192,113,658,187,179,119,446,Cache,C2717,5
3073,48,13,190,30,4885,224,211,119,524,Rawah,C7745,0
3109,161,18,127,26,3703,235,241,130,5098,Rawah,C7746,0
2863,305,32,150,72,750,118,205,218,1159,Commanche,C7757,0
2997,349,5,421,24,2846,211,232,159,95,Rawah,C7201,0
2757,356,15,30,5,957,194,212,154,547,Commanche,C7755,1
3075,105,16,162,29,2220,245,219,99,1293,Rawah,C7746,0
2296,142,19,67,28,42,244,231,107,870,Commanche,C2704,2
3134,344,16,150,14,3958,185,213,165,1012,Commanche,C7201,0
2978,125,13,391,59,4957,242,230,114,5502,Rawah,C4744,1
3032,263,8,30,1,3013,201,244,182,875,Commanche,C7202,0
2887,39,10,0,0,1542,221,217,130,2605,Commanche,C4704,1
3041,146,30,552,264,953,244,220,81,960,Rawah,C7746,1
3270,20,8,124,6,2796,215,224,145,2619,Rawah,C7745,0
2968,135,1,324,14,4891,221,238,153,2362,Rawah,C7202,0
2779,116,13,150,46,2991,242,227,112,2719,Rawah,C4744,1
2618,5,19,90,28,1429,192,199,140,1084,Rawah,C7745,1
3066,188,17,67,0,1549,219,250,158,2331,Commanche,C7757,0
3024,337,9,459,40,4258,200,228,166,1443,Rawah,C7202,1
2997,73,15,201,36,2040,237,209,100,2429,Commanche,C7756,0
2542,191,28,391,86,947,206,248,159,1050,Commanche,C2704,2
2819,312,6,95,2,1374,204,236,171,1172,Commanche,C7756,1
2707,92,11,297,58,2322,238,222,114,2167,Commanche,C7756,5
3108,39,15,849,249,2081,219,205,117,3032,Commanche,C7755,0
3218,275,17,95,39,4440,173,242,207,3274,Rawah,C7745,0
3042,99,20,421,75,4965,248,208,80,1492,Rawah,C7745,0
2452,288,26,285,172,247,137,227,225,1699,Cache,C4703,2
2793,227,12,30,6,2012,203,251,184,979,Commanche,C4758,0
3237,262,10,408,53,285,194,246,190,1812,Neota,C7202,0
2087,8,10,0,0,875,208,219,148,808,Cache,C5101,3
3015,242,8,85,5,3280,205,247,180,1063,Commanche,C7756,0
3239,139,13,285,62,2706,239,236,124,940,Commanche,C7756,0
2930,6,12,361,50,3803,205,217,148,5367,Rawah,C7745,1
2883,325,17,391,127,2558,177,220,182,1041,Commanche,C7700,1
3318,31,12,90,5,2101,216,213,130,2112,Neota,C8771,0
2780,65,8,150,23,2882,228,224,130,4743,Rawah,C7700,1
2977,112,11,0,0,2544,239,228,119,726,Rawah,C7745,0
3000,252,6,277,22,2945,207,244,176,658,Commanche,C7756,0
3129,315,2,30,0,408,214,237,161,2674,Neota,C7101,0
2821,90,9,30,5,2432,235,225,121,2370,Rawah,C4744,0
2764,74,11,67,9,1761,233,219,116,2716,Rawah,C7745,1
3213,304,9,190,30,811,196,236,179,771,Neota,C7700,0
3280,281,4,192,14,5955,209,240,169,474,Rawah,C7201,0
3001,33,11,0,0,5409,218,215,132,4636,Rawah,C7101,0
2763,320,4,0,0,2846,209,236,165,6238,Rawah,C7102,1
3025,165,7,680,106,2090,227,243,149,2716,Commanche,C7756,1
2823,94,14,95,23,2341,241,219,105,2981,Rawah,C7745,1
3178,164,17,324,31,1910,233,243,134,1987,Commanche,C7757,0
2932,180,17,150,10,5678,224,248,151,4816,Rawah,C7746,1
3001,73,9,30,0,973,231,223,124,408,Commanche,C7202,1
2704,76,7,150,15,210,229,227,131,937,Commanche,C4704,4
3214,6,9,30,6,3900,210,223,151,3522,Rawah,C7202,0
3386,337,14,564,163,4786,189,221,170,2866,Commanche,C8771,0
2560,74,20,67,3,2072,239,199,82,569,Commanche,C4703,5
2880,31,1,297,48,2331,218,235,154,2341,Rawah,C7745,1
2599,53,9,134,9,1034,226,220,128,1595,Commanche,C4704,1
3339,348,6,382,113,1637,209,231,160,2903,Rawah,C7745,0
3165,120,9,285,33,488,236,233,128,5563,Neota,C7202,0
2948,151,6,108,8,2096,228,240,145,391,Commanche,C7756,0
2916,319,20,537,81,2100,166,218,191,1348,Commanche,C4704,1
2863,14,22,270,69,787,193,188,125,2096,Rawah,C7700,1
3012,19,21,752,143,2452,200,191,122,1681,Commanche,C7700,1
2962,53,5,30,5,5232,223,229,142,2471,Rawah,C7202,0
3019,16,26,162,49,1883,188,178,116,3792,Rawah,C7745,0
2845,45,10,371,66,1355,223,219,130,2770,Commanche,C7702,1
3226,156,31,391,-6,2017,237,226,93,1343,Rawah,C7745,1
3257,323,7,228,22,1648,201,233,171,1074,Commanche,C7755,0
2531,63,11,247,-4,630,230,218,120,532,Rawah,C7202,1
2583,153,2,150,24,1110,222,239,153,1660,Commanche,C2703,1
3023,90,12,323,35,1188,238,221,112,1889,Commanche,C7201,0
3019,178,8,350,20,5136,224,245,155,3048,Rawah,C7746,1
2950,74,20,42,13,4004,239,199,82,2448,Rawah,C7746,1
3270,359,11,300,80,2743,203,220,154,2468,Commanche,C7700,0
3218,336,5,0,0,3238,209,233,162,1549,Rawah,C7201,0
2289,301,20,60,6,1179,159,227,206,1262,Cache,C4703,5
3244,347,26,258,54,1894,161,187,158,1931,Neota,C7757,1
2130,172,11,60,2,1348,228,245,148,1299,Cache,C6102,3
3197,334,16,942,116,1421,181,217,174,2460,Commanche,C7756,0
2978,309,10,636,2,5428,193,234,181,1718,Rawah,C7745,1
2715,151,21,395,81,2455,241,234,112,2213,Commanche,C2705,2
3000,216,33,108,56,1387,169,249,196,1132,Commanche,C4758,1
2998,144,6,30,-2,5234,230,239,143,2001,Rawah,C7202,0
2389,104,12,30,5,524,240,225,114,1380,Cache,C2717,5
2623,141,16,30,-4,816,242,234,117,1989,Rawah,C7746,1
3368,154,14,120,13,1697,236,240,130,3262,Neota,C8771,0
2981,297,10,30,4,750,193,237,184,1200,Neota,C7202,0
2794,259,19,42,3,1426,172,247,212,1697,Commanche,C2705,1
2850,30,14,30,0,4060,215,209,128,3180,Rawah,C7202,1
3237,24,11,42,7,4466,214,215,136,3529,Commanche,C7201,0
3133,223,9,190,-5,2461,209,249,176,664,Commanche,C7756,0
3242,273,12,42,-8,3055,186,243,196,497,Commanche,C7202,0
3155,207,7,323,55,5320,215,247,167,306,Rawah,C7745,1
2212,26,34,234,137,750,183,145,77,365,Cache,C4703,2
2707,37,28,170,61,2624,207,167,80,1050,Commanche,C2703,1
3008,342,12,153,7,3398,196,222,165,5419,Rawah,C7745,1
2835,145,17,30,2,3227,242,235,116,1935,Rawah,C4744,1
3136,0,11,342,30,3540,204,220,153,4418,Rawah,C7745,0
3030,325,10,85,6,942,196,230,173,1328,Neota,C7201,1
2791,195,3,201,29,2940,219,241,159,6453,Rawah,C7746,1
2979,24,6,255,48,3800,217,226,146,1426,Rawah,C7745,1
2811,189,32,175,12,2535,203,244,152,1590,Commanche,C4758,1
3289,322,15,537,150,3847,180,223,183,2133,Commanche,C7757,0
2951,315,9,247,24,1879,197,233,176,1880,Commanche,C7756,1
3062,358,6,285,40,2096,210,228,156,1405,Rawah,C7745,0
3025,64,21,636,193,660,234,193,82,914,Rawah,C7745,1
3124,80,13,408,67,690,237,215,107,1423,Commanche,C7756,1
2945,70,17,458,140,2763,236,205,94,1482,Commanche,C4703,1
2563,164,33,330,-36,418,229,228,102,1061,Commanche,C2705,2
3238,311,10,376,12,5467,193,233,180,1710,Rawah,C7201,0
2752,25,16,210,85,2861,211,204,126,6492,Rawah,C7745,0
3318,96,23,192,68,726,249,199,65,1092,Neota,C7700,1
2894,351,15,268,30,2128,192,213,158,782,Commanche,C7755,1
3409,175,15,60,-1,2789,227,247,147,693,Commanche,C8703,6
3069,280,16,85,13,782,173,240,206,1595,Commanche,C7756,1
3310,220,8,277,15,1191,211,248,173,1351,Commanche,C7756,0
2719,238,6,60,3,2463,209,245,173,4556,Rawah,C4744,1
2498,26,14,30,2,900,213,209,130,5011,Rawah,C6101,1
2917,86,18,120,18,2258,243,207,87,335,Commanche,C4758,1
3045,325,17,120,-9,2571,177,220,182,1396,Commanche,C7757,0
2903,211,18,85,20,5144,202,254,182,1132,Rawah,C7746,1
3122,42,12,60,-2,1683,222,214,126,212,Rawah,C7202,0
2927,46,14,433,109,703,224,208,115,931,Commanche,C7757,0
2375,320,16,175,40,1565,177,223,186,598,Cache,C4703,5
3073,355,8,30,4,4245,207,225,157,2255,Rawah,C7745,1
3078,240,8,350,38,5750,205,247,179,1902,Rawah,C7201,1
2830,41,15,150,21,3352,221,205,116,5666,Rawah,C7746,1
3128,13,14,216,41,648,206,211,141,1717,Rawah,C7201,1
2275,294,31,150,65,865,120,216,228,716,Cache,C2717,5
2623,46,29,218,84,1451,214,165,67,1464,Commanche,C7755,1
1976,346,16,0,0,313,186,212,163,499,Cache,C2702,5
3238,51,19,127,44,1899,226,197,98,2219,Rawah,C8772,0
2336,359,15,240,80,1728,196,211,151,949,Cache,C2703,5
3352,353,20,924,149,2087,182,202,155,553,Commanche,C8776,6
2906,77,24,228,111,242,242,187,61,1338,Rawah,C7745,0
3364,176,13,499,164,2647,226,247,150,741,Commanche,C7756,0
2965,92,16,162,20,658,244,213,93,1867,Rawah,C7745,1
2876,73,18,301,154,1812,238,203,89,745,Commanche,C7756,4
3036,175,3,361,52,3132,221,240,156,570,Commanche,C7756,1
3333,60,15,60,-3,2407,231,207,104,4123,Neota,C8703,0
3086,231,12,175,8,2314,200,251,187,362,Commanche,C7756,1
2719,220,30,330,-29,2316,171,251,201,1834,Commanche,C2705,1
3094,282,15,335,37,1401,177,240,202,1423,Commanche,C7202,0
3291,268,14,810,181,1213,184,245,199,2850,Commanche,C7756,0
2275,238,19,85,22,424,182,253,204,524,Cache,C4703,2
2624,20,14,277,16,1806,209,210,135,2049,Commanche,C4703,5
2549,50,16,295,32,671,225,204,108,85,Rawah,C7745,1
2726,294,17,210,28,1463,168,233,204,2107,Commanche,C4703,4
3105,323,25,192,76,2949,147,204,192,2703,Commanche,C7757,0
3131,184,20,570,94,2435,220,249,153,1269,Commanche,C4758,1
3323,39,10,319,51,1045,221,219,132,600,Neota,C7756,0
2361,295,34,150,61,319,107,208,231,1560,Cache,C4703,2
2616,343,17,268,53,808,184,212,166,1772,Rawah,C7746,1
2795,234,12,319,81,379,199,251,188,2058,Commanche,C4703,1
3205,89,15,638,62,541,242,214,98,1691,Rawah,C7201,1
3198,290,12,190,14,95,187,238,191,1828,Neota,C7202,0
2830,117,16,67,17,2974,245,224,103,2131,Commanche,C7700,1
3233,343,14,30,7,1410,190,218,165,661,Commanche,C7202,0
3003,6,12,150,-4,2457,205,216,148,1233,Rawah,C7745,0
2795,308,12,90,8,2449,188,232,185,2591,Rawah,C7746,0
2900,253,6,108,4,5246,206,244,177,5413,Rawah,C6101,1
2785,58,11,402,39,2981,228,218,122,2489,Rawah,C4744,1
3108,300,8,351,51,1342,199,237,178,1374,Commanche,C7202,0
3356,237,11,277,34,3792,200,250,186,2058,Commanche,C8771,6
2732,173,9,108,19,2442,226,245,151,1860,Rawah,C7746,1
3220,52,8,192,22,685,225,223,133,1224,Neota,C7700,1
1988,44,23,270,66,300,218,182,87,900,Cache,C2702,5
3176,5,9,175,28,1050,209,223,152,2177,Rawah,C7745,1
3240,28,12,509,54,4014,215,213,133,3636,Rawah,C8771,0
2289,157,16,297,109,1165,236,241,130,1173,Cache,C2704,3
2891,13,13,150,27,2053,207,214,142,912,Commanche,C7755,1
2605,167,27,67,28,1905,231,238,120,1343,Commanche,C2705,2
3019,39,13,42,-2,1979,220,210,122,1423,Rawah,C7745,0
2536,63,16,150,67,1050,232,205,100,883,Cache,C2717,2
3063,310,15,175,38,3349,179,229,190,408,Rawah,C7745,0
3089,71,12,366,38,5083,233,216,113,1752,Rawah,C7745,0
2615,293,16,295,174,470,172,235,202,1060,Cache,C2717,1
2567,74,11,306,69,1112,233,219,116,1566,Commanche,C2705,1
2628,138,7,212,50,1179,231,238,140,808,Rawah,C7745,1
3133,122,13,309,79,671,242,229,115,553,Commanche,C7755,0
2848,10,22,391,35,3221,190,189,130,2436,Commanche,C4703,0
2926,55,23,67,9,459,227,184,78,240,Commanche,C7757,1
3261,280,19,218,54,1480,164,239,213,2666,Commanche,C7757,0
2719,141,12,60,0,2334,238,236,126,2379,Commanche,C4704,2
3391,107,17,808,28,752,247,217,92,272,Neota,C8771,6
2620,70,13,402,50,3019,234,214,109,2848,Commanche,C4704,0
2954,0,5,524,151,1226,213,231,156,2563,Commanche,C7756,1
3021,321,7,150,32,1068,203,234,170,1725,Commanche,C7755,1
2722,38,18,170,-4,1209,217,198,111,2006,Commanche,C7756,1
2760,130,16,67,0,450,244,229,109,330,Rawah,C7746,1
2176,335,15,30,10,1310,185,218,172,648,Cache,C4703,2
2970,8,5,60,0,1505,214,230,153,1822,Commanche,C7756,1
3296,45,4,0,0,4271,221,230,145,3825,Rawah,C8771,6
2222,63,19,331,101,624,233,196,88,67,Cache,C2703,5
3298,313,11,95,16,3115,189,231,182,2173,Rawah,C8772,0
3071,39,20,212,77,2550,217,192,102,1082,Commanche,C7700,0
2249,270,23,470,107,787,154,241,223,969,Cache,C2702,2
2909,117,11,170,26,4429,238,230,121,5762,Rawah,C7746,1
3244,204,16,240,37,1348,210,253,173,2706,Commanche,C7757,0
2915,45,11,658,291,1115,223,216,126,659,Commanche,C7757,1
2950,347,17,685,152,3097,185,210,161,812,Commanche,C4703,1
2843,43,9,242,55,1187,222,220,133,3163,Commanche,C7756,0
3178,270,7,67,1,3280,203,242,179,1332,Commanche,C7202,1
2729,78,15,564,81,684,238,211,99,2724,Rawah,C7745,1
3137,122,8,469,62,1860,233,234,133,2592,Commanche,C7756,0
2953,327,13,30,8,390,188,225,176,914,Neota,C7201,0
3138,312,18,127,36,1181,170,224,194,2165,Rawah,C7745,0
2828,20,16,451,81,2526,208,205,131,2623,Rawah,C7745,1
